# ra (deg)
# ___ right ascension (J2000 decimal deg)
# dec (deg)
# ___ declination (J2000 decimal deg)
# err_maj (arcsec)
# ___ Semi-major axis length of the one sigma position uncertainty ellipse
# err_min (arcsec)
# ___ Semi-minor axis length of the one sigma position uncertainty ellipse
# err_ang (deg)
# ___ angle of error ellipse major axis (E of N)
# designation
# ___ source designation formed from sexigesimal coordinates
# j_m (mag)
# ___ J band selected "default" magnitude
# j_cmsig (mag)
# ___ corrected J band photometric uncertainty
# j_msigcom (mag)
# ___ combined (total) J band photometric uncertainty
# j_snr
# ___ J band "scan" signal-to-noise ratio
# h_m (mag)
# ___ H band selected "default" magnitude
# h_cmsig (mag)
# ___ corrected H band photometric uncertainty
# h_msigcom (mag)
# ___ combined (total) H band photometric uncertainty
# h_snr
# ___ H band "scan" signal-to-noise ratio
# k_m (mag)
# ___ K band selected "default" magnitude
# k_cmsig (mag)
# ___ corrected K band photometric uncertainty
# k_msigcom (mag)
# ___ combined (total) K band photometric uncertainty
# k_snr
# ___ K band "scan" signal-to-noise ratio
# ph_qual
# ___ flag indicating photometric quality of source
# rd_flg
# ___ source of JHK "default" mags (AKA "read flag")
# bl_flg
# ___ indicates # JHK components fit simultaneously to source
# cc_flg
# ___ indicates JHK artifact contamination and/or confusion
# ndet
# ___ number of >3-sig. ap. mag measurements, # possible (jjhhkk)
# gal_contam
# ___ flag indicating if src is contaminated by extended source
# mp_flg
# ___ src is positionally associated with an asteroid, comet, etc
# j_h ->  Reference:    Input column(s): j_m, h_m, k_m, rd_flg
# h_k ->  Reference:    Input column(s): j_m, h_m, k_m, rd_flg
# j_k ->  Reference:    Input column(s): j_m, h_m, k_m, rd_flg
ra dec Kp j h k
260.219222 -26.28504 11.051229647098879 9.91 9.713 9.55
260.219541 -24.893511 11.448746045537245 10.494 10.393 10.253
260.222713 -26.007887 11.034401302195734 9.018 8.462 8.23
260.227691 -26.498104 10.92412271497743 9.5 9.063 8.933
260.228125 -26.121096 9.447429507440901 7.468 6.865 6.691
260.229493 -24.552641 9.260163495423285 7.966 7.546 7.483
260.231658 -24.971331 9.424051043021137 8.489 8.356 8.258
260.25224 -25.930044 10.158814902078404 7.629 6.889 6.655
260.2539 -25.018654 10.983036236323754 10.889 11.349 10.986
260.255472 -24.838799 11.24212271497743 9.818 9.382 9.251
260.269848 -26.104568 10.875025539228755 9.484 9.027 8.936
260.272489 -26.093431 10.82435065753208 8.586 7.944 7.732
260.281964 -26.460592 11.426833559554684 9.988 9.569 9.413
260.284905 -23.87599 10.578896046812162 8.454 7.843 7.634
260.293374 -23.832869 9.620752954350348 8.143 7.721 7.548
260.306849 -24.072111 11.410705083873228 10.204 9.912 9.791
260.308558 -24.70249 11.176051043021133 10.241 10.098 10.01
260.324939 -26.316874 10.39182693910281 9.196 8.842 8.792
260.330599 -26.156952 10.768829692125513 9.476 9.176 8.994
260.334907 -23.681246 9.127683088579328 7.091 6.508 6.297
260.338863 -25.792461 11.320634514106882 9.909 9.481 9.349
260.348857 -25.978897 11.268309923395567 10.019 9.735 9.571
260.351487 -23.749081 10.95694265880469 10.146 10.033 9.971
260.353498 -24.805056 9.578214714422227 9.155 9.129 9.118
260.363737 -26.178398 11.401450580671607 9.057 8.39 8.169
260.417776 -24.564684 11.061572136612341 10.0 9.805 9.697
260.446224 -25.939598 10.974585050529157 8.685 7.98 7.815
260.458251 -23.777225 11.12291259253799 9.915 9.561 9.501
260.467563 -24.868999 10.896908627293556 9.748 9.511 9.382
260.47128 -23.815714 10.024836449345159 9.017 8.77 8.747
260.472237 -25.057468 9.606800438525436 8.463 8.228 8.101
260.490763 -25.961699 11.271040494972667 9.109 8.427 8.278
260.504133 -25.670185 11.426046924321378 10.078 9.735 9.557
260.505113 -26.402109 11.334856293816083 9.09 8.404 8.234
260.518494 -25.100243 11.243965064197141 10.206 10.015 9.918
260.535174 -24.319696 11.002069246453347 8.962 8.402 8.167
260.538375 -24.725981 10.873649557583555 9.8 9.595 9.489
260.538489 -26.593937 11.425763383273125 8.887 8.171 7.903
260.556976 -24.622604 11.430104937488261 9.848 9.355 9.206
260.562938 -25.727301 11.381606688251527 9.14 8.455 8.285
260.57955 -26.669008 9.588335573311264 8.401 8.183 8.004
260.594411 -23.614189 11.375345995319421 10.199 9.9 9.811
260.612014 -23.821657 9.859585050529155 7.57 6.884 6.7
260.622096 -26.56258 11.258836368441486 9.266 8.707 8.485
260.631358 -26.345013 10.780747586247987 9.315 8.889 8.726
260.632844 -26.625338 11.420073361425306 10.081 9.721 9.566
260.636467 -23.734554 11.220081583519157 10.075 9.911 9.712
260.638041 -26.364105 11.38883517632283 9.446 8.858 8.68
260.639878 -24.905514 11.02404583104084 9.923 9.677 9.593
260.642085 -24.722837 11.061214493438595 9.19 8.628 8.446
260.65435 -26.141586 11.411561897959492 9.079 8.369 8.195
260.673101 -24.193745 11.32942202102996 9.794 9.264 9.172
260.689392 -25.750353 10.915822102070013 10.132 10.044 9.968
260.699178 -26.149925 10.343491094041875 9.317 9.135 9.036
260.70774 -25.968691 9.773943642409808 7.666 7.027 6.851
260.709642 -24.048557 9.321584448025437 7.947 7.512 7.409
260.716115 -26.048729 11.293643931408795 9.364 8.769 8.602
260.731371 -24.181198 10.470927238619145 9.546 9.37 9.32
260.748934 -24.197035 11.206493578884546 10.05 9.752 9.678
260.751821 -26.626961 11.210046924321382 9.862 9.462 9.341
260.757915 -24.956516 10.795911403013815 9.554 9.271 9.112
260.761564 -24.529688 10.268524382169888 7.945 7.279 7.064
260.761678 -26.103472 11.281154854132598 9.079 8.408 8.236
260.763378 -25.885555 11.301702028864852 9.784 9.294 9.17
260.764859 -25.738171 11.38696178470892 9.538 8.968 8.801
260.765225 -25.742348 10.512137309542878 9.38 9.102 9.027
260.770645 -26.000666 11.157270821391778 9.406 8.852 8.701
260.781031 -25.745447 11.321595815686607 10.616 10.532 10.482
260.784107 -24.522509 11.231283231437411 10.143 9.916 9.822
260.789542 -24.419582 9.714586348904225 8.894 8.734 8.715
260.790063 -25.007059 10.681800208582796 9.652 9.474 9.369
260.794042 -24.474089 11.049027798082864 9.036 8.418 8.249
260.797243 -26.20175 10.494219343139838 8.814 8.294 8.134
260.797934 -25.840816 11.20972535282436 10.336 10.195 10.134
260.804483 -23.658882 9.963741936290646 8.001 7.397 7.229
260.807417 -24.075047 11.218979635744972 8.997 8.333 8.148
260.814617 -24.575581 10.994642699827736 9.133 8.606 8.392
260.825911 -23.823851 10.94145472364843 8.498 7.81 7.573
260.931783 -23.772263 11.125040494972666 8.963 8.297 8.132
260.935549 -26.742006 10.779395256815667 9.51 9.172 9.046
260.936995 -23.933315 10.727982123400311 9.736 9.524 9.475
260.951805 -26.733747 10.978607775208557 9.626 9.282 9.102
260.953145 -26.905613 10.61280936241499 9.151 8.735 8.564
260.974197 -24.857103 10.640579797829444 9.601 9.426 9.312
260.984021 -25.05233 10.262155944674259 8.161 7.558 7.348
261.016987 -25.726065 9.807154529354118 7.784 7.241 6.994
261.025147 -25.718081 11.254564156305216 10.207 9.982 9.913
261.032773 -24.218384 11.27656369952721 8.759 8.036 7.795
261.063921 -24.95624 9.677283231437409 8.589 8.342 8.268
261.06489 -25.874868 10.541981534747565 9.434 9.194 9.099
261.092759 -26.831343 11.425083897386878 8.901 8.178 7.932
261.099734 -26.33601 10.630719740452824 9.541 9.288 9.219
261.102136 -23.717272 9.82174604553725 8.867 8.687 8.626
261.114346 -26.295256 10.682763672453092 9.764 9.597 9.541
261.131412 -23.647276 11.321545593428171 9.093 8.392 8.242
261.142014 -24.625595 11.374160433204676 10.305 10.105 9.997
261.152003 -26.086273 10.755800208582802 9.726 9.539 9.443
261.153029 -26.330448 10.365092113674722 9.287 9.103 8.973
261.155307 -25.024494 11.220978608000003 9.733 9.254 9.133
261.164834 -26.305662 11.085627328091865 9.862 9.545 9.435
261.176009 -24.809561 10.818257891712626 10.022 9.884 9.853
261.176723 -24.457222 11.401706179038248 9.001 8.337 8.093
261.18269 -24.3316 11.361501001415341 10.066 9.705 9.582
261.186651 -25.884531 11.194209510531305 10.074 9.825 9.73
261.189888 -25.990473 9.86496095998082 8.409 7.925 7.825
261.191722 -26.200056 11.46082969212551 10.168 9.763 9.686
261.192134 -27.385359 11.386940632751305 8.968 8.283 8.053
261.208315 -23.564198 10.869371544505267 9.485 9.055 8.941
261.222477 -26.223198 10.510833794374221 8.312 7.653 7.47
261.226912 -24.536718 11.41720016924227 9.35 8.715 8.547
261.228997 -24.515842 11.491533322348776 10.167 9.852 9.662
261.242525 -26.397251 11.100440885287565 10.19 10.087 9.971
261.243901 -26.452986 11.001002930059359 9.842 9.588 9.468
261.258765 -23.574902 9.975979076179387 8.93 8.746 8.637
261.267046 -24.60261 11.423710078224822 8.971 8.259 8.042
261.270395 -26.441568 9.753597953004618 7.939 7.355 7.213
261.281959 -24.468491 11.316994988985863 10.097 9.825 9.673
261.288532 -26.865452 10.814178492421119 8.622 7.957 7.782
261.293444 -23.772928 11.196122714977431 9.772 9.382 9.205
261.294919 -24.505638 9.532323045933358 8.172 7.741 7.643
261.295859 -24.562208 11.299085388356088 9.323 8.77 8.547
261.302397 -25.713861 11.296121909305977 10.028 9.614 9.565
261.314673 -25.649492 11.033750716644025 9.899 9.651 9.544
261.321973 -26.393921 11.467489207720325 10.385 10.215 10.068
261.324153 -26.146124 9.137445449217504 8.106 7.963 7.822
261.328697 -26.455439 11.402438031673652 9.018 8.361 8.116
261.341083 -27.418253 9.90597019439188 7.815 7.192 7.005
252.491673 -21.458454 10.994248624864689 9.681 9.29 9.184
252.510424 -21.963848 9.070574295590317 6.983 6.372 6.174
252.52006 -21.491291 10.901404570630902 9.708 9.42 9.306
261.350089 -26.384796 11.047036537427445 10.106 9.975 9.872
252.570913 -20.923473 10.929473016960452 8.403 7.707 7.432
252.574684 -22.070814 11.239124811813692 9.514 8.971 8.818
261.358073 -27.295282 11.398360114467637 10.394 10.258 10.126
261.358224 -25.750677 10.24757866370141 9.155 8.944 8.831
261.363236 -25.001816 11.400658595950818 10.228 9.914 9.843
252.613368 -21.726467 11.186763672453097 10.268 10.121 10.045
252.613788 -21.431252 10.61887361874129 9.417 9.132 9.008
261.371915 -27.607277 11.253781898642643 9.774 9.303 9.178
261.372937 -25.580982 10.565086828145306 8.097 7.359 7.161
261.375874 -27.118675 11.424979432 10.234 9.93 9.834
252.622916 -21.161816 10.744352172057585 9.355 8.932 8.808
252.62359 -22.561985 11.329576120523388 10.112 9.824 9.69
252.630255 -20.905104 11.394578186826099 8.889 8.151 7.933
252.63571 -22.3325 10.369585050529157 8.08 7.409 7.21
261.378269 -26.608536 9.840351446622378 8.703 8.449 8.346
261.378723 -27.168137 11.233683930702565 9.993 9.66 9.552
252.67213 -22.124142 11.465742203482856 9.572 8.986 8.821
252.698835 -22.964848 9.828362278064144 8.023 7.464 7.3
252.71149 -22.626801 10.756514275197237 8.917 8.331 8.183
252.720064 -22.205788 9.34523547723414 8.19 7.905 7.819
252.722054 -22.611725 11.303944997228786 10.22 10.033 9.902
261.399193 -26.851772 11.261323045933356 9.901 9.589 9.372
261.399863 -24.760054 11.422983570015118 10.142 9.806 9.669
252.741701 -22.976366 11.385896046812153 9.261 8.62 8.441
261.407385 -24.903273 11.398689833342337 9.581 8.996 8.854
252.764648 -22.721239 11.320958205655327 9.022 8.375 8.149
252.765437 -22.061598 11.091496265468724 8.75 8.083 7.863
252.766378 -21.94289 11.295416404735093 9.421 8.819 8.676
252.780229 -22.80134 11.144362278064149 9.339 8.747 8.616
252.788121 -22.143171 9.308429507440902 7.329 6.718 6.552
252.788203 -21.82016 11.445507980767736 9.324 8.633 8.505
252.796822 -22.62348 10.989367327709713 9.773 9.441 9.352
252.798098 -21.957905 11.477741936290652 9.515 8.892 8.743
252.814351 -21.422098 11.450094046753161 10.173 9.922 9.703
252.819135 -20.890099 11.358192349942481 10.188 9.91 9.805
252.827608 -21.811811 10.816140388032938 9.573 9.249 9.13
261.427824 -27.671925 10.54297975993773 9.573 9.411 9.324
261.433799 -26.244516 9.885497487285736 8.68 8.336 8.268
261.433985 -24.756926 10.834944997228783 9.751 9.533 9.433
252.894075 -22.949839 11.305402907629084 10.25 10.042 9.951
261.441363 -25.696177 11.047575326715863 10.061 9.916 9.803
261.442142 -24.544651 10.952779205432439 10.137 10.023 9.96
252.90867 -20.957832 11.310042387250114 9.994 9.61 9.495
252.921372 -22.051395 10.732970194391875 8.642 8.007 7.832
252.930692 -22.949116 10.998239410701064 8.645 7.969 7.754
252.931429 -21.809956 9.807143312654071 7.861 7.264 7.094
252.935661 -23.902374 9.457844540635016 7.269 6.625 6.43
252.944021 -21.63282 11.384282656672536 9.256 8.629 8.435
252.947819 -21.107557 11.495163495423284 10.201 9.837 9.718
252.961912 -21.462154 10.756683930702565 9.516 9.209 9.075
252.96519 -22.313761 11.036419084588724 9.941 9.688 9.615
252.965742 -21.356461 11.188817891360682 10.4 10.315 10.234
252.968786 -22.400265 9.762189421882994 7.617 6.929 6.791
252.984998 -21.330645 9.623511393701849 8.761 8.647 8.564
252.989061 -21.543688 10.795795465177811 10.197 10.168 10.101
252.989717 -22.773232 9.432812000960935 7.291 6.681 6.466
252.994349 -21.930567 10.926750486461586 10.042 9.876 9.835
252.995679 -21.483006 11.073719221049478 9.906 9.649 9.525
252.996315 -21.828522 11.432688345747852 9.214 8.645 8.366
252.99973 -23.258844 11.453603115720599 10.208 14.084 9.763
253.001027 -23.258787 10.314090903299341 9.005 8.672 8.511
253.002913 -21.382034 11.379961795498012 9.793 9.259 9.149
261.464411 -27.673862 10.154595139161072 8.084 7.429 7.28
261.471317 -24.541618 11.002301179983421 8.566 7.894 7.644
253.007522 -22.317514 9.063896046812161 6.939 6.302 6.119
253.015177 -22.460474 11.037298436222354 9.004 8.404 8.211
253.015674 -22.937386 11.208535855914175 9.865 9.51 9.347
253.020594 -21.377502 11.406391718613467 9.191 8.541 8.344
253.024634 -21.778566 11.217551085754689 10.029 9.751 9.631
253.029604 -21.811459 11.148480274723845 9.159 8.571 8.379
253.032776 -23.853552 10.598782222634437 8.518 7.928 7.711
253.049339 -23.047501 11.359124745821404 10.023 9.634 9.51
261.479482 -27.480856 11.26913059051394 8.729 7.982 7.743
253.07207 -20.829723 11.471336291632563 9.36 8.678 8.544
253.08588 -21.54232 10.8732797588576 9.614 9.261 9.158
261.491958 -27.239191 11.337643278498918 10.023 9.63 9.525
261.496544 -26.309507 10.05209302315944 8.94 8.723 8.602
253.097421 -22.151115 10.50557612052339 9.288 8.962 8.866
253.118511 -21.924828 10.490915391517655 8.461 7.859 7.669
261.506814 -27.033302 11.053665119364137 9.853 9.593 9.445
261.5114 -27.471336 11.469524382169888 9.146 8.493 8.265
253.131438 -23.246346 11.339401470359451 10.012 9.617 9.505
253.132496 -21.092775 10.517531091241555 8.578 7.984 7.813
253.173163 -21.229507 11.211242440467004 10.03 9.761 9.638
253.176278 -21.730844 9.728122620700345 7.898 7.328 7.167
261.523054 -24.081602 11.071211683423737 9.577 9.178 8.974
253.179953 -20.978695 11.13093632271531 10.148 10.029 9.892
261.531497 -26.117287 10.619658214729297 9.285 8.919 8.773
261.535963 -23.887821 11.163883567488838 9.802 9.414 9.272
253.215155 -21.29627 9.823979635744973 7.602 6.926 6.753
253.237609 -21.399029 11.223438031673648 8.839 8.134 7.937
253.254525 -20.958961 10.83224862486469 9.519 9.114 9.022
253.269336 -22.085274 9.801215913281158 8.148 7.639 7.478
261.562892 -26.337542 10.686382331201521 8.206 7.481 7.264
261.563588 -26.019463 10.954289812191249 8.444 7.758 7.485
253.274452 -21.27924 11.4245490056091 10.303 10.03 9.958
253.307892 -21.540262 11.235352172057585 9.846 9.394 9.299
261.56976 -24.548149 11.410514275197237 9.571 9.015 8.837
253.3266 -23.932976 10.736727979477536 8.622 7.993 7.805
261.585686 -27.262655 10.217603115720598 8.972 8.644 8.527
253.347517 -22.145962 10.856901744818881 9.572 9.191 9.096
253.370547 -23.164104 9.932246975680465 8.734 8.414 8.328
253.382374 -21.866812 9.566033302953478 8.313 8.007 7.862
253.395381 -21.488291 10.89149534833012 10.045 9.918 9.855
253.419461 -22.376263 11.33414331265407 9.388 8.801 8.621
253.429857 -22.055412 11.146025539228756 9.755 9.363 9.207
253.430363 -22.175434 11.014675073474098 9.477 8.99 8.854
253.434011 -23.217295 10.531761615606907 8.363 7.688 7.53
253.446419 -20.932825 11.239090903299338 9.93 9.565 9.436
253.459347 -21.123613 10.509491094041875 9.483 9.286 9.202
253.459501 -21.383055 10.96613059941793 9.558 9.133 9.0
253.480033 -22.751621 10.223455420262702 8.274 7.65 7.506
253.484886 -23.7155 10.994791298866716 9.952 9.795 9.661
253.484999 -22.718893 11.171685409243887 9.784 9.344 9.238
261.63259 -27.513609 11.316154854132598 9.114 8.495 8.271
253.506958 -22.024515 11.060562807802306 9.981 9.724 9.666
253.520933 -21.075268 11.361572151140848 10.184 9.893 9.795
253.546508 -21.286165 9.272993311777617 6.849 6.132 5.932
253.547059 -23.023449 10.430979432 9.24 8.932 8.84
253.548759 -22.784979 10.264799321327132 7.819 7.102 6.893
253.552274 -20.972019 11.377705083873227 10.171 9.878 9.758
261.640442 -26.008766 10.852401470359451 9.525 9.146 9.018
261.648575 -26.410635 10.827025603364088 8.289 7.571 7.306
261.649735 -27.499397 11.258616368039771 10.182 9.984 9.869
